aarp 6730
abandon 3780
abandoned 4035
abandoning 3565
abb 5610
abc 3064
abcs 4520
abdullah 5026
ability 1812
aboard 3466
abortion 1691
abortions 2944
abraham 1990
abrams 6857
abroad 4482
absence 4816
absent 1116
absentee 6599
absolute 4206
absolutely 5149
abstain 335
absurd 4299
abu 3225
abuse 3003
abuses 3004
academy 6521
accent 4733
accept 2306
acceptable 6305
acceptance 3832
accepted 3640
accepting 1947
access 932
accident 6038
accidentally 3708
accidents 6540
accomplish 2878
accomplished 854
accomplishment 2725
account 336
accountability 6453
accountable 2823
accounting 3618
accounts 2505
accuracy 5590
accurate 4825
accurately 933
accusations 150
accused 151
accusing 5379
achieve 3358
achieved 2726
achievements 6313
acknowledge 5177
acknowledged 2919
aclu 6286
act 934
actblue 4896
acted 2238
acting 1534
action 0
actions 3413
active 619
actively 3269
activism 620
activist 4708
activists 621
activities 6100
activity 3106
actor 4488
acts 4333
actual 3199
adam 6294
adams 2539
add 1772
added 1
adding 3385
addition 622
additional 2495
address 1241
addressed 3756
addresses 1242
addressing 5673
adds 3438
adjust 4435
adjusted 6072
adjustments 2394
admin 337
administration 2
administrations 1813
administrative 3864
administrator 5552
admire 4709
admission 2413
admit 2540
admits 4826
admitted 2945
admitting 1948
ado 5721
adopt 4658
adopted 6615
adopting 6402
ads 935
adult 6356
adults 1535
advance 5150
advanced 6711
advantage 152
advantages 2162
adventure 6213
advertise 5329
advertisement 6831
advertisements 6016
advertiser 6125
advertisers 5899
advertising 338
advice 1814
advised 2307
adviser 2824
advisers 2825
advisor 5231
advisory 5815
advocacy 5394
advocate 3359
advocates 4130
affair 2837
affairs 2616
affect 2617
affected 3865
affiliate 2788
affiliated 2308
affiliates 6572
affiliation 5143
afford 2789
afghan 5632
afghanistan 4167
aflcio 3844
afraid 1200
africa 855
african 856
africanamerican 4113
afscme 5520
aft 6871
aftermath 1883
afternoon 1492
afterward 5764
age 936
aged 4772
agencies 4659
agency 1654
agenda 623
agent 2843
agents 3124
ages 6598
aggressive 3781
aggressively 6482
agree 4817
agreed 857
agreement 1355
agreements 6175
agrees 5199
agriculture 6735
ahead 1949
ahmad 2982
ahmed 2973
ahnold 2268
aid 1991
aide 153
aided 1992
aides 2352
aim 1993
aimed 4898
aims 6504
aint 1577
air 1773
airborne 3924
aircraft 3709
aired 6441
airing 5877
airplane 6674
airport 339
airwaves 3360
akin 6250
aksen 1356
alabama 2618
alan 1117
alarm 1357
alas 3960
alaska 1358
albuquerque 3977
alert 3200
alerts 3125
alex 5457
alexander 2309
alexanders 2163
alhusainy 1994
ali 1840
alice 6765
alienated 3845
alive 4814
allawi 3107
allday 4114
allegation 4899
allegations 3414
alleged 3226
allegedly 3183
allegiance 3782
allegory 6774
allen 3065
alliance 5787
alliances 3
allied 3005
allies 858
allimportant 5922
allowed 1995
allowing 5869
ally 859
alongside 4131
alqaeda 3245
alqaida 4660
alsadr 2367
alternative 1692
alternatives 3515
altogether 4564
altsite 340
alzheimers 6051
amazing 3361
amazingly 5903
amazon 313
ambassador 3066
ambitions 4234
ambitious 104
ambush 4929
amdt 6758
amendment 3362
amendments 6266
america 860
american 624
americanled 5591
americans 1302
americas 822
amid 2983
amidst 5499
ammo 4462
ammunition 5521
amount 625
amounts 4565
amp 530
ample 6729
analogy 1950
analyses 6207
analysis 1243
analyst 598
analysts 2590
analyze 4900
analyzed 1779
anchor 3184
ancient 6734
andor 3275
andrea 5189
andrew 4300
andy 4566
anecdotal 341
anemic 6241
anew 6181
angeles 2154
anger 1743
angered 5409
angry 3147
angst 2444
ann 4512
annenberg 6295
anniversary 3859
announce 1578
announced 626
announcement 1579
announces 3246
announcing 4207
annoying 2395
annual 1655
anonymity 1536
anonymous 5255
answer 230
answered 1896
answering 4567
answers 154
anthony 4428
antiabortion 4334
antiamerican 4901
antibush 1897
anticipated 5948
antidean 6771
antigay 5128
antikerry 1898
antiwar 4
anxiety 5200
anymore 2155
anytime 6382
apologies 3710
apologists 4722
apologize 3783
apology 3757
appalling 2164
apparatus 4661
apparent 4072
apparently 2165
appeal 1951
appealed 4073
appealing 4036
appeals 3784
appearance 1693
appearances 5898
appeared 627
appearing 6088
appears 1303
applause 3961
apple 2239
apples 284
application 5730
applications 6725
applied 342
applies 6419
apply 5829
appointed 1359
appointment 5882
appreciated 2396
appreciation 4393
approach 231
approached 6319
approaches 5046
approaching 2506
appropriations 4634
approval 2310
approve 5
approved 5849
approximately 5722
apr 6502
april 823
aps 6821
apt 6536
arab 1996
arabia 3758
arabic 1997
arabs 1998
arafat 6665
architect 5485
archives 4827
archpundit 5542
arctic 3314
area 1999
areas 937
arena 4037
arent 3315
arg 2297
argue 5261
argued 5151
argues 4662
arguing 3687
argument 2311
arguments 4301
ari 3276
arizona 4335
arkansas 1744
arlen 6053
arlington 6252
arm 3467
armed 4132
armitage 5592
armor 6157
armored 6158
arms 3785
armstrong 4778
army 3006
armys 6039
arnold 1118
arrest 4208
arrested 3126
arrests 6374
arrive 3277
arrived 531
arrives 2000
arrogance 861
arrogant 5410
art 4568
article 628
articles 2465
articulate 6664
artillery 5113
asap 343
ashamed 6505
ashcroft 3759
ashcrofts 4828
asia 1304
asian 4302
asked 862
asks 3589
aspect 5129
aspects 4663
aspirations 5830
ass 863
assassination 6320
assault 6
assembled 2001
assembly 4168
asserted 6888
assertion 5652
assertions 2166
asses 3658
assess 1694
assessment 1360
assessments 1899
asset 3247
assets 2756
asshole 3127
assholes 3760
assigned 4635
assignment 2900
assist 6733
assistance 3590
assistant 4249
associate 5860
associates 2312
association 2541
assume 2736
assumed 629
assumes 4773
assuming 1952
assumption 4774
assumptions 4523
assure 3866
assured 4569
atlanta 344
atlantic 6115
atlarge 1361
atomic 5317
atrios 232
atrocities 5232
attached 5233
attack 7
attacked 4260
attacking 4336
attacks 1119
attempt 345
attempted 5837
attempting 3947
attempts 233
attend 3108
attendance 6595
attended 4570
attending 2240
attention 346
attitude 8
attitudes 5144
attorney 1362
attorneys 3846
attract 6430
attractive 5330
attributed 5807
audience 1745
audio 6653
aug 9
august 824
austin 5886
australia 5070
australian 3761
author 1120
authorities 5658
authority 848
authorization 5973
authorize 2826
authorized 5974
authors 5049
automated 4017
auxiliary 6628
average 1305
avoid 599
avoided 4403
avoiding 6151
await 5666
awaiting 5904
award 3978
awarded 3468
awards 5768
aware 3619
awareness 3762
awesome 2298
awful 4489
awol 1121
axelrod 3847
ayatollah 6683
baathist 2002
baby 5831
backed 1656
backers 347
background 630
backing 2167
backs 6116
bad 600
badly 601
baer 5905
bag 1363
baghdad 1841
baghdads 5234
bags 4463
baker 6568
balance 3867
balanced 4902
bald 348
ball 4530
ballot 349
ballots 3278
ban 3363
band 4571
bandwagon 2241
bang 3668
bank 2466
banking 5002
banks 4930
banned 3786
banner 6399
banning 5152
bar 5488
barack 1122
barbara 2577
barbero 6641
barbour 6880
barely 3386
barend 4337
bargaining 4615
barnes 6879
barrage 1364
barrel 1306
barrels 1657
barrier 4572
barring 5707
barry 5212
bars 5153
bartlett 5371
base 1695
baseball 1746
based 350
baseline 4531
bases 1580
bashing 2578
basic 3979
basically 2591
basis 3415
basketball 2946
basra 6606
bastion 4903
batch 2858
battalion 2368
battle 10
battlefield 5310
battleground 1365
battlegrounds 2445
battles 4188
bay 2947
bayh 5500
bbc 3610
beach 3316
beacon 6728
bean 631
bear 4394
bears 5119
beasley 5872
beat 2619
beaten 3007
beating 2737
beats 6710
beauprez 4338
beautiful 3148
beauty 4303
bed 1900
beef 4943
beer 6443
beers 6717
began 2003
begging 4018
begin 1658
beginning 632
begins 2467
begun 1780
behalf 3364
behavior 1366
beheading 3227
beings 3546
belief 3962
beliefs 4074
believed 1537
believes 11
believing 5458
bell 1659
belongs 6306
belt 2542
beltway 4780
ben 3365
bench 6681
beneath 3317
beneficiary 1367
benefit 351
benefits 1538
bennett 6576
benson 6677
berg 5637
berger 4829
berkeley 5708
bet 2620
beth 5492
betrayal 6004
betrayed 6257
betting 5821
bias 4734
bible 6478
bid 2723
biden 3067
bigger 1747
biggest 352
bill 353
billion 1660
billions 6644
billmon 3620
bills 3459
bin 4664
bio 4521
biological 3868
bipartisan 4606
bird 2948
birth 6520
birthday 3279
bit 825
bitch 4980
bite 1748
bits 5395
bitter 3500
bizarre 864
black 2468
blacks 2446
blackwater 6462
blackwell 6794
blades 1581
blair 4794
blame 938
blamed 5796
blames 5178
blaming 4665
blanco 5274
blank 2827
blast 532
blasted 5191
blasting 4436
blatant 6490
bleak 3387
bleeding 1368
blessed 5299
blew 2313
blind 3516
blitz 6281
blitzer 5832
bloc 5683
block 2004
blocked 5235
blocks 6089
blog 3034
blogads 5396
blogged 5096
blogger 3963
bloggers 939
blogging 3726
blogosphere 4019
blogpac 6185
blogs 633
blood 2683
bloody 2369
bloomfield 6258
blow 3547
blowing 5211
blown 4390
blows 1724
blue 2156
bluff 5154
blunder 2414
blunt 5867
board 3280
boards 3517
boat 105
boats 3439
bob 354
bobby 5275
bode 6471
bodies 4795
body 2314
bogus 3228
bold 3366
bolster 4796
bomb 4830
bombing 3711
bombings 4209
bombs 2005
bombshell 3044
bona 1369
bond 2242
bonus 1774
book 106
books 4954
boost 1345
boosted 3353
booth 5615
boots 3860
bop 6013
border 107
borders 4478
boring 4115
born 2006
borrow 2127
boss 3218
boston 1696
bother 634
bothered 5788
bottom 1781
bought 3591
boulder 3566
bounce 2269
bound 1307
boundaries 5861
bounds 3501
bowers 2168
bowerss 6645
bowl 4133
bowles 314
box 2496
boxblogroll 355
boxer 5808
boxfeed_listing 356
boxrdf_feeds 357
boy 2684
boycott 5493
boys 2007
brad 1370
bradley 6688
bradnickel 358
brahimi 6054
brain 2243
branch 4666
branches 6300
brand 635
braun 6657
brave 5038
brazil 4134
break 234
breakdown 2447
breakfast 4781
breaking 1842
breaks 3869
breath 5522
breathtaking 6732
breaux 3128
bremer 4667
brian 4273
bridge 2507
bridges 4955
briefed 6375
briefing 5383
briefly 5945
brigade 3925
brigades 6483
bright 3388
brilliant 5506
bring 636
bringing 2008
brings 1661
brit 3264
britain 6030
british 865
brits 4904
broad 12
broadcast 2353
broadcasting 4905
broader 4668
brock 6442
broder 1697
brokaw 6742
broke 2859
broken 2700
brokered 4404
bronze 3469
brooks 5548
brother 3265
brothers 4339
brought 3621
broward 6105
brown 359
brownstein 6552
browser 6697
bruce 5789
brush 6835
brutal 3008
btw 1539
bubble 4956
buchanan 6836
buck 4636
bucks 2169
buddy 6287
budget 1782
budgets 6411
bug 3367
bugs 2497
buh 533
build 1843
building 940
buildings 2009
built 637
bulb 6855
bulk 2170
bullet 4669
bullets 6199
bullshit 315
bully 6403
bumblebums 6875
bump 2790
bumped 3448
bumper 6820
bumpersticker 6578
bunch 2244
bunning 1371
bunnings 4389
burden 1783
bureau 2879
bureaucratic 5581
buried 4952
burn 2508
burned 3248
burning 5769
burns 3980
burr 916
burt 6075
bus 5288
bush 13
bushcheney 1524
bushes 6454
bushies 4075
bushkerry 4654
bushrove 5855
bushs 360
bushsux 361
business 1201
businesses 2010
businessman 6458
bust 941
busy 3201
button 2498
buy 2621
buying 5770
buys 2448
buzz 5036
buzzing 4437
bypass 6575
cabinet 3219
cable 4257
caci 6126
calculate 2509
calculated 3185
calculator 362
calendar 5114
california 3165
calistan 363
call 2592
called 235
calling 316
calls 108
calm 3092
camejo 3166
camera 3763
cameras 5700
camp 236
campaign 109
campaigned 942
campaigner 5331
campaigning 1372
campaigns 638
campbell 5174
camps 5991
campus 3764
canada 3669
canadian 6327
canadians 6328
cancelled 5854
cancer 6166
candidacy 2171
candidate 602
candidates 285
canton 2415
cap 4703
capabilities 3870
capability 4490
capable 3470
capacity 3440
capital 3787
capitol 4735
caps 6200
captain 6800
capture 2011
captured 3318
capturing 5856
car 3765
carbon 4038
card 1953
cards 2510
care 2543
career 14
careful 4670
carefully 4831
cares 4532
cargo 4832
carl 4547
carlos 6140
carlson 6514
carol 6658
carolina 317
carried 4210
carrier 6563
carries 6173
carry 4753
carrying 3416
cars 3871
carson 1373
carsons 6670
carter 1123
carville 2727
cases 3872
cash 1276
cast 237
castor 1374
castro 6141
casts 364
casualties 5037
casualty 2128
cat 6329
catch 2791
catching 6682
categories 6850
category 2860
catholic 3788
catholics 2012
cato 4491
cats 1815
cattle 6748
caucus 1749
caucuses 943
caucusgoers 6837
caught 155
caused 3548
causing 3981
caution 3641
cautious 2013
caveats 2622
cbs 2449
cegelis 5426
ceiling 5236
celebrate 639
celebration 5406
celebrity 2701
cell 2172
cells 1816
censure 6635
census 2880
cent 5699
center 2014
centers 4076
central 1582
centrist 5050
cents 1981
century 2015
ceo 3622
ceremony 5523
cfr 534
chafee 6739
chain 3281
chair 1124
chairman 15
chairs 4274
chalabi 2974
chalabis 2984
challenge 365
challenged 4340
challenger 238
challengers 366
challenges 640
challenging 367
chamber 4438
