aarp 6793
abandon 4112
abandoned 4348
abandoning 3875
abb 5914
abc 1899
abcs 4826
abdullah 5288
ability 1996
aboard 3790
abortion 1850
abortions 3228
abraham 2196
abrams 6884
abroad 4784
absence 5092
absent 1277
absentee 4539
absolute 4516
absolutely 5431
abstain 150
absurd 4555
abu 3255
abuse 3301
abuses 3302
academy 6646
accent 5010
accept 2570
acceptable 6491
acceptance 4162
accepted 3955
accepting 2136
access 1106
accident 3256
accidentally 4031
accidents 5554
accomplish 3161
accomplished 1011
accomplishment 3002
account 151
accountability 6595
accountable 3114
accounting 3937
accounts 2758
accuracy 5886
accurate 5100
accurately 1107
accusations 266
accused 267
accusing 5300
achieve 3691
achieved 3003
achievements 6496
acknowledge 5458
acknowledged 3204
aclu 5422
act 1108
actblue 5164
acted 2450
acting 1696
action 0
actions 3751
active 812
actively 3572
activism 813
activist 4989
activists 814
activities 5510
activity 3379
actor 4787
acts 4633
actual 3478
adam 6439
adams 2790
add 753
added 1
adding 2924
addition 548
additional 2749
address 1436
addressed 4091
addresses 1437
addressing 5978
adds 2985
adjust 4728
adjusted 5887
adjustments 2662
admin 152
administration 2
administrations 1997
administrative 4193
administrator 5832
admire 4979
admission 2678
admit 341
admits 5101
admitted 3229
admitting 2137
ado 6017
adopt 4938
adopted 6136
adopting 6555
ads 342
adult 6526
adults 1697
advance 4827
advanced 6753
advantage 268
advantages 2380
adventure 6399
advertise 5615
advertisement 6868
advertisements 6268
advertiser 6329
advertisers 3676
advertising 153
advice 1998
advised 2571
adviser 3115
advisers 3116
advisor 549
advisory 6100
advocacy 5664
advocate 3692
advocates 4435
affair 2358
affairs 2876
affect 2877
affected 4194
affiliate 3085
affiliated 2572
affiliates 6687
affiliation 5427
afford 3086
afghan 5936
afghanistan 4469
aflcio 4171
afraid 754
africa 1012
african 1013
africanamerican 4420
afscme 5784
aft 6889
aftermath 2076
afternoon 1658
afterward 4154
age 1109
aged 5049
agencies 4939
agency 1815
agenda 815
agent 3131
agents 3395
ages 6253
aggressive 4113
aggressively 6452
agree 3501
agreed 1014
agreement 1541
agreements 6369
agrees 5483
agriculture 6797
ahead 2138
ahmad 3281
ahmed 3273
ahnold 2492
aid 2197
aide 269
aided 2198
aides 2606
aim 2199
aimed 5168
aims 6629
aint 1746
air 1960
airborne 4253
aircraft 4032
aired 550
airing 6151
airplane 6757
airport 588
airwaves 3693
akin 6433
aksen 755
alabama 2878
alan 1278
alarm 1542
alas 4281
alaska 1543
albuquerque 4295
alert 3479
alerts 3396
alex 5726
alexander 2573
alexanders 2381
alhusainy 2200
ali 2038
alice 6137
alienated 3502
alive 1375
allawi 3380
allday 4421
allegation 5169
allegations 2607
alleged 2608
allegedly 3463
allegiance 4114
allegory 6828
allen 3353
alliance 6074
alliances 3
allied 3303
allies 1015
allimportant 6187
allowed 2201
allowing 3503
ally 1016
alongside 4436
alqaeda 3549
alqaida 4940
alsadr 2635
alternative 1851
alternatives 3834
altogether 4868
altsite 154
alzheimers 6286
amazing 3677
amazingly 6176
amazon 526
ambassador 3354
ambitions 4540
ambitious 104
ambush 5192
amdt 6813
amendment 3694
amendments 6166
america 1017
american 343
americanled 5891
americans 1490
americas 985
amid 3282
amidst 5757
ammo 4761
ammunition 5785
amount 816
amounts 4869
amp 669
amphibians 6881
ample 6792
analogy 2139
analyses 6396
analysis 344
analyst 734
analysts 2854
analyze 5170
analyzed 1965
anchor 3464
ancient 6707
andor 3578
andrea 4045
andrew 4606
andy 4870
anecdotal 155
anemic 6424
anew 6373
angeles 2350
anger 1933
angered 5674
angry 3430
angst 2706
ann 4810
annenberg 6374
anniversary 3504
announce 1747
announced 817
announcement 1748
announces 3550
announcing 4517
annoying 2663
annual 1816
anonymity 1698
anonymous 5538
answer 450
answered 2089
answering 4871
answers 270
anthony 4722
antiabortion 4634
antiamerican 1359
antibush 2090
anticipated 6209
antidean 6823
antigay 5028
antikerry 2091
antiwar 4
anxiety 5484
anymore 2351
anytime 6544
apologies 4033
apologists 4999
apologize 4115
apology 4092
appalling 2382
apparatus 4941
apparent 4382
apparently 1360
appeal 2140
appealed 4383
appealing 4349
appeals 4116
appearance 1852
appearances 5716
appeared 818
appearing 6309
appears 1361
applause 4282
apple 2451
apples 496
application 5768
applications 6789
applied 589
applies 6569
apply 5472
appointed 1544
appointment 5165
appreciated 2664
appreciation 4680
approach 451
approached 4046
approaches 5323
approaching 2759
appropriations 4920
approval 345
approve 5
approved 6125
approximately 1376
apr 6627
april 986
aps 6861
apt 6238
arab 2202
arabia 4093
arabic 2203
arabs 2204
arafat 6750
architect 5747
archives 5102
archpundit 3931
arctic 3636
area 2205
areas 1110
arena 4350
arent 3637
arg 2517
argue 5541
argued 5432
argues 2824
arguing 4012
argument 2574
arguments 3611
ari 3579
aristide 6795
arizona 3004
arkansas 1934
arlen 6287
arlington 6441
arm 3791
armed 3909
armitage 5892
armor 6350
armored 6351
arms 4117
armstrong 5052
army 3304
armys 6280
arnold 1279
arrest 4518
arrested 3397
arrests 6538
arrive 3580
arrived 670
arrives 2206
arrogance 1018
arrogant 5675
art 4872
article 819
articles 2167
articulate 6088
artillery 5386
asap 156
ashamed 6630
ashcroft 4094
ashcrofts 5103
asia 1491
asian 4607
asked 1019
asks 3891
aspect 5411
aspects 4942
aspirations 6110
ass 1020
assassination 6500
assault 6
assembled 2207
assembly 4470
asserted 6888
assertion 5688
assertions 2383
asses 3973
assess 1853
assessment 1545
assessments 2092
asset 3551
assets 3057
asshole 2986
assholes 4095
assigned 4921
assignment 3190
assist 5851
assistance 3892
assistant 4550
associate 5555
associates 2575
association 2791
assume 551
assumed 820
assumes 5050
assuming 2141
assumption 4688
assumptions 4834
assure 4195
assured 4873
atlanta 157
atlantic 5824
atlarge 1546
atomic 5604
atrios 452
atrocities 5520
attached 5396
attack 7
attacked 4568
attacking 346
attacks 1280
attempt 158
attempted 6036
attempting 4272
attempts 453
attend 3381
attendance 6073
attended 4874
attending 2452
attention 590
attitude 8
attitudes 5428
attorney 1547
attorneys 4172
attract 3505
attractive 5618
attributed 3005
audience 1935
audio 6472
aug 9
august 987
austin 5511
australia 5343
australian 4096
author 1281
authorities 5810
authority 1005
authorization 6230
authorize 3117
authorized 6231
authors 5328
automated 4332
auxiliary 6718
average 1492
avoid 735
avoided 4702
avoiding 6345
await 5964
awaiting 6177
award 4296
awarded 2987
awards 6058
aware 3715
awareness 4097
awesome 2518
awful 4788
awol 1282
axelrod 4173
ayatollah 6763
baathist 2208
baby 4487
backed 1817
backers 591
background 821
backing 2384
backs 5817
bad 429
badly 736
baer 347
bag 1548
baghdad 2039
baghdads 5521
bags 4762
baker 6367
balance 2528
balanced 5171
bald 159
ball 4840
ballot 552
ballots 2825
ban 3695
band 3910
bandwagon 2453
bang 3995
bank 2723
banking 5268
banks 5193
banned 4118
banner 6553
banning 5433
bar 5749
barack 1283
barbara 2842
barbero 6729
barbour 6896
barely 3727
barend 2024
bargaining 4903
barnes 6895
barrage 1549
barrel 1493
barrels 1818
barrier 4875
barring 6004
barry 5498
bars 5434
bartlett 5646
base 1854
baseball 1936
based 592
baseline 4841
bases 1749
bashing 2843
basic 4297
basically 2855
basis 3752
basketball 3230
basra 6709
bastion 5172
batch 3149
battalion 2636
battle 10
battlefield 5599
battleground 1550
battlegrounds 2707
battles 4499
bay 3231
bayh 5758
bbc 3926
beach 3638
beacon 5769
bean 822
bear 4556
bears 5391
beasley 6147
beat 2879
beaten 3305
beating 3027
beats 6453
beauprez 4635
beautiful 3431
beauty 4608
bed 2093
beef 5202
beer 6588
beers 6747
began 2209
begging 4333
begin 1819
beginning 823
begins 2724
begun 1966
behalf 3696
behavior 1069
beheading 3506
beings 3862
belief 4283
beliefs 4384
believed 1699
believes 11
believing 5727
bell 1820
belongs 5803
belt 2792
beltway 5054
ben 3697
bench 4047
beneath 3639
beneficiary 1551
benefit 593
benefits 1700
bennett 6692
benson 6760
berg 5939
berger 5104
berkeley 6005
bet 2880
beth 5751
betrayal 6251
betrayed 6445
betting 3974
bias 5011
bible 6613
bid 2983
biden 1900
bigger 1937
biggest 594
bill 595
billion 1821
billions 6669
billmon 3938
bills 3786
bin 1377
bio 4828
biological 4196
bipartisan 3507
bird 3232
birth 6645
birthday 3581
bishops 5852
bit 988
bitch 5250
bite 553
bits 5423
bitter 3820
bizarre 1021
black 2529
blacks 2708
blackwater 6599
blackwell 5556
blades 1736
