Topic 1
	november	0.0599184
	vote	0.0547409
	voting	0.0357567
	kerry	0.0254016
	win	0.022443
	watch	0.0182517
	bush	0.0182517
	poll	0.017019
	waiting	0.0160328
	stay	0.0160328
	positive	0.0155397
	kids	0.0148
	nader	0.0148
	voted	0.0140604
	rad	0.0135673
	protests	0.0133208
	voter	0.0133208
	abstain	0.0133208
	christopher	0.0133208
	bald	0.0133208
Topic 2
	energy	0.0193185
	science	0.0184244
	research	0.0169937
	space	0.014669
	environmental	0.0112713
	scientists	0.0110924
	gas	0.0100195
	cell	0.0100195
	years	0.00966183
	environment	0.00912535
	oil	0.00894653
	study	0.0087677
	plan	0.00858887
	water	0.00769474
	power	0.00751591
	stem	0.00644295
	global	0.00590647
	issue	0.00590647
	administration	0.00590647
	found	0.00554882
Topic 3
	tom	0.0278834
	iowa	0.0267286
	democratic	0.0262337
	schaller	0.0249141
	primary	0.0202951
	caucus	0.0143565
	jerome	0.0125419
	turnout	0.0123769
	jan	0.012212
	final	0.012212
	armstrong	0.0099025
	ill	0.0099025
	results	0.00957258
	hard	0.00940762
	dean	0.00940762
	number	0.00924266
	lost	0.00858281
	total	0.00841785
	people	0.00841785
	state	0.00825288
Topic 4
	november	0.0701343
	house	0.0173575
	account	0.0162005
	senate	0.0160225
	governor	0.0159335
	electoral	0.0137085
	contact	0.0133525
	polls	0.0131745
	republicans	0.0123735
	general	0.0123735
	ground	0.0116615
	parecommend	0.0110385
	duderino	0.0109495
	trouble	0.0105045
	lead	0.00988154
	kerry	0.00934754
	election	0.00934754
	create	0.00916954
	dem	0.00908054
	dkosopedia	0.00890254
Topic 5
	house	0.0640802
	races	0.0333435
	candidates	0.0289525
	race	0.0256999
	elections	0.0234232
	candidate	0.0164301
	money	0.0161049
	district	0.0148039
	dccc	0.0146412
	campaign	0.0122018
	campaigns	0.0102503
	country	0.0097624
	fundraising	0.00959977
	support	0.00927451
	time	0.00911188
	congress	0.00813612
	schrader	0.00813612
	seats	0.00797349
	win	0.0074856
	ive	0.00716035
Topic 6
	united	0.0291021
	states	0.028371
	policy	0.0232533
	foreign	0.0162347
	international	0.0121405
	american	0.0121405
	administration	0.0102397
	countries	0.0100934
	leaders	0.00994721
	government	0.00877745
	president	0.00848501
	middle	0.00833879
	steel	0.00790013
	act	0.00746147
	support	0.00746147
	nations	0.00731525
	west	0.00673037
	nation	0.00673037
	political	0.00658415
	east	0.00643793
Topic 7
	press	0.0205039
	conference	0.012349
	decision	0.0116694
	news	0.0115561
	office	0.0107633
	year	0.01065
	time	0.00951738
	official	0.00895107
	senior	0.00861128
	political	0.00838475
	officials	0.00838475
	friday	0.00736538
	monday	0.00713886
	night	0.00634602
	bad	0.00611949
	place	0.00611949
	added	0.00611949
	staff	0.00589296
	based	0.0057797
	reporters	0.00566644
Topic 8
	administration	0.0425347
	bush	0.0377977
	house	0.0216719
	white	0.0201601
	commission	0.0188499
	intelligence	0.0180436
	report	0.0139114
	officials	0.0137098
	cia	0.0110894
	information	0.0100815
	documents	0.00998075
	rice	0.00897289
	terrorism	0.0088721
	department	0.00877131
	president	0.00867053
	clarke	0.00867053
	attacks	0.00756188
	testimony	0.00736031
	security	0.00715874
	administrations	0.00695716
Topic 9
	military	0.024854
	abu	0.0241638
	war	0.0208851
	rumsfeld	0.0200223
	ghraib	0.0196771
	prisoners	0.0143277
	iraq	0.01381
	prison	0.0136374
	abuse	0.0131198
	torture	0.011049
	government	0.011049
	public	0.0103588
	abuses	0.0100136
	soldiers	0.00984107
	people	0.00897825
	army	0.00880569
	pentagon	0.00863313
	defense	0.00846057
	scandal	0.00794288
	bad	0.00673494
Topic 10
	senate	0.0451538
	campaign	0.0320736
	race	0.029542
	knowles	0.0270103
	elections	0.0168838
	murkowski	0.014985
	tony	0.0139302
	community	0.0137192
	miller	0.0126643
	mongiardo	0.0124534
	bunning	0.0116095
	state	0.0113985
	sen	0.0109766
	percent	0.0109766
	latino	0.0105546
	support	0.00971075
	running	0.00971075
	statements	0.00886687
	hispanic	0.00802299
	latinos	0.00781202
Topic 11
	kerry	0.0982538
	john	0.0366075
	kerrys	0.0346811
	bush	0.0243483
	campaign	0.0224219
	general	0.0213711
	war	0.0189193
	boat	0.0140156
	swift	0.0126145
	aug	0.0122643
	vietnam	0.0115637
	group	0.0113886
	veterans	0.0106881
	mccain	0.00981243
	record	0.00928704
	star	0.00858651
	president	0.00806112
	attack	0.00806112
	gop	0.00806112
	senator	0.00771085
Topic 12
	campaign	0.0644161
	media	0.0416824
	political	0.0277896
	ads	0.0195101
	campaigns	0.0155808
	news	0.0131952
	negative	0.0101079
	advertising	0.00954659
	turn	0.00898526
	candidate	0.00884493
	running	0.00814327
	trippi	0.00800294
	weeks	0.00772228
	message	0.00730129
	worked	0.00702063
	attention	0.00659963
	television	0.00659963
	field	0.00659963
	organization	0.0064593
	effort	0.00617864
Topic 13
	campaign	0.0188131
	local	0.0149848
	washington	0.0128211
	signs	0.0123217
	sign	0.011656
	people	0.0106573
	america	0.0106573
	events	0.0104908
	visit	0.00982506
	line	0.00965862
	yesterday	0.00965862
	friday	0.00915928
	night	0.0084935
	put	0.00732839
	rally	0.00716195
	saturday	0.00682906
	aug	0.00682906
	morning	0.00666261
	report	0.00666261
	town	0.00649617
Topic 14
	nader	0.0837744
	ballot	0.052557
	general	0.0262823
	party	0.0229004
	state	0.0210793
	ralph	0.018738
	signatures	0.0179576
	candidate	0.0176974
	presidential	0.0161366
	california	0.0140554
	green	0.0137953
	campaign	0.0135351
	naders	0.0135351
	jun	0.0130148
	petition	0.0124945
	arizona	0.00989307
	convention	0.00963293
	oregon	0.00937278
	boxer	0.00859235
	states	0.00859235
Topic 15
	senate	0.0508967
	carson	0.0402945
	republican	0.0332971
	oklahoma	0.0265117
	coburn	0.0250273
	illinois	0.0250273
	elections	0.0212106
	state	0.0203624
	obama	0.0195142
	race	0.0180299
	keyes	0.0163335
	brad	0.0156974
	candidate	0.0114565
	ryan	0.0112445
	republicans	0.0112445
	tom	0.008912
	campaign	0.00848791
	party	0.00721564
	oksen	0.00721564
	gop	0.0070036
Topic 16
	jobs	0.0267574
	percent	0.0254028
	economy	0.0216778
	economic	0.0138891
	growth	0.0138891
	number	0.0135505
	rate	0.0121959
	year	0.010672
	numbers	0.0103334
	average	0.00999475
	prices	0.00965611
	job	0.00965611
	years	0.00914815
	market	0.00914815
	oil	0.00864019
	million	0.00864019
	higher	0.00847087
	report	0.00813223
	data	0.00762428
	workers	0.00711632
Topic 17
	senate	0.0347619
	state	0.0334626
	states	0.0274531
	governor	0.0216061
	democratic	0.0190075
	republican	0.018033
	south	0.016896
	gop	0.0154343
	races	0.0144598
	democrats	0.0144598
	georgia	0.012186
	seat	0.0120235
	carolina	0.0118611
	candidate	0.0113739
	race	0.011049
	elections	0.0107242
	louisiana	0.0103994
	seats	0.0100745
	pickup	0.00974971
	dems	0.0095873
Topic 18
	party	0.0871064
	democratic	0.0505955
	republican	0.044365
	republicans	0.0368883
	democrats	0.0366391
	national	0.0145831
	gop	0.0144584
	conservative	0.0128385
	convention	0.0119662
	democrat	0.011094
	political	0.0100971
	progressive	0.00934941
	partys	0.00910018
	dnc	0.00897557
	president	0.00847713
	committee	0.00822791
	chairman	0.00760486
	year	0.00685719
	organizations	0.00660797
	groups	0.00635875
Topic 19
	house	0.0337528
	herseth	0.0261504
	senate	0.0261504
	daschle	0.0204022
	south	0.0198459
	republicans	0.0191042
	elections	0.0187334
	election	0.0183625
	dakota	0.0163228
	democrats	0.0152103
	vote	0.0148394
	thune	0.0131706
	diedrich	0.0126143
	race	0.0124289
	bill	0.0122435
	kentucky	0.0116872
	democrat	0.0116872
	chandler	0.0115018
	republican	0.0113163
	special	0.0109455
Topic 20
	speech	0.0226551
	time	0.0215365
	convention	0.0213967
	john	0.0184604
	ill	0.014126
	night	0.0130074
	heres	0.00979152
	tonight	0.00979152
	guy	0.00867296
	lot	0.00797385
	sep	0.00783403
	ive	0.00741457
	jul	0.00741457
	nice	0.00713492
	wont	0.0069951
	trapper	0.0069951
	remember	0.00685528
	weve	0.00685528
	talking	0.00671546
	kind	0.00671546
Topic 21
	women	0.0262862
	men	0.0178202
	country	0.0168093
	war	0.016683
	people	0.0127659
	children	0.0123868
	america	0.0118813
	rights	0.0111232
	americans	0.0101123
	american	0.00948054
	human	0.00922782
	life	0.00872239
	support	0.0080906
	month	0.00733245
	year	0.00682701
	policies	0.00670065
	important	0.00619522
	high	0.00606886
	wars	0.00606886
	school	0.00606886
Topic 22
	media	0.0267255
	blog	0.0168877
	internet	0.0148935
	email	0.0139629
