aarp 6737
abandon 5045
abandoned 3838
abandoning 3422
abb 5562
abc 1551
abcs 4321
abdullah 4835
ability 1642
aboard 3333
abortion 1498
abortions 4844
abraham 5966
abrams 6869
abroad 4273
absence 4655
absent 1817
absentee 3989
absolute 5969
absolutely 4983
abstain 56
absurd 4003
abu 2838
abuse 4159
abuses 3816
academy 6481
accent 4539
accept 2116
acceptable 6277
acceptance 3693
accepted 3525
accepting 1725
access 2993
accident 2839
accidentally 3990
accidents 5156
accomplish 2764
accomplished 891
accomplishment 2571
account 57
accountability 6413
accountable 2711
accounting 3503
accounts 2319
accuracy 5527
accurate 4927
accurately 3252
accusations 952
accused 2160
accusing 4845
achieve 3269
achieved 2572
achievements 6284
acknowledge 5025
acknowledged 2813
aclu 4972
act 2801
actblue 4719
acted 1955
acting 1323
action 1843
actions 3504
active 686
actively 3744
activism 687
activist 4510
activists 688
activities 5096
activity 4416
actor 4276
acts 4072
actual 3014
adam 6210
adams 2353
add 626
added 863
adding 2493
addition 408
additional 2309
address 2049
addressed 5073
addresses 2192
addressing 5660
adds 2549
adjust 4194
adjusted 5528
adjustments 2236
admin 58
administration 1019
administrations 2765
administrative 6533
administrator 5466
admire 4499
admission 2254
admit 175
admits 5057
admitted 4031
admitting 1726
ado 5682
adopt 4445
adopted 5826
adopting 6348
ads 176
adult 6781
adults 1324
advance 4322
advanced 6661
advantage 1150
advantages 1869
adventure 6148
advertise 5243
advertisement 6846
advertisements 5997
advertiser 6058
advertisers 3253
advertising 59
advice 3661
advised 2117
adviser 2712
advisers 2713
advisor 409
advisory 5775
advocacy 5281
advocate 3270
advocates 4846
affair 1844
affairs 2437
affect 2438
affected 4589
affiliate 2674
affiliated 2118
affiliates 6562
affiliation 4977
afford 2675
afghan 5591
afghanistan 3944
aflcio 3671
afraid 627
africa 892
african 893
africanamerican 4713
afscme 5400
aft 6882
aftermath 4417
afternoon 1552
afterward 3662
age 1133
aged 4583
agencies 4446
agency 1454
agenda 689
agent 2732
agents 2942
ages 5970
aggressive 3839
aggressively 6219
agree 3044
agreed 894
agreement 1151
agreements 6102
agrees 5062
agriculture 6746
ahead 1727
ahmad 2880
ahmed 2870
ahnold 2008
aid 5359
aide 177
aided 5924
aides 2161
aim 3271
aimed 5032
aims 6459
aint 1380
air 1599
airborne 3711
aircraft 5763
aired 410
airing 6339
airplane 6668
airport 451
airwaves 3272
akin 6197
aksen 628
alabama 2439
alan 1152
alarm 1153
alas 3745
alaska 1154
albuquerque 3766
alert 3015
alerts 2943
alex 5350
alexander 2119
alexanders 1870
ali 2199
alice 5827
alienated 3045
alive 1020
allawi 4634
allday 6579
allegation 6782
allegations 2162
alleged 2163
allegedly 5360
allegiance 4219
allegory 6799
allen 5648
alliance 5741
alliances 5643
allied 4635
allies 895
allimportant 5875
allowed 2255
allowing 3046
ally 896
alongside 4447
alqaeda 3105
alqaida 4448
alsadr 2200
alternative 1499
alternatives 3387
altogether 4369
altsite 60
alzheimers 6041
amazing 3254
amazingly 6205
amazon 384
ambassador 3605
ambitions 3991
ambitious 0
ambush 5611
amdt 6773
amendment 3273
amendments 5859
america 897
american 178
americanled 5620
americans 1084
americas 864
amid 2881
amidst 5369
ammo 4235
ammunition 5401
amount 690
amounts 4370
amp 540
amphibians 6861
ample 6735
analogy 1728
analyses 6143
analysis 179
analyst 607
analysts 2410
analyze 5139
analyzed 1605
anchor 5890
ancient 6588
andor 3134
andrea 3606
andrew 4032
andy 4371
anecdotal 61
anemic 6184
anew 6109
angeles 1818
anger 2201
angered 5294
angry 2984
angst 2290
ann 4302
annenberg 6110
anniversary 3047
announce 1381
announced 691
announcement 1382
announces 3106
announcing 6199
annoying 2237
annual 1455
anonymity 1325
anonymous 5703
answer 317
answered 1670
answering 4372
answers 5206
anthony 4186
antiabortion 4073
antiamerican 1001
antibush 1671
anticipated 5905
antidean 6787
antigay 4562
antikerry 1672
antiwar 411
anxiety 5063
anymore 1819
anytime 6321
apologies 4440
apologists 4524
apologize 5282
apology 5950
appalling 1871
apparatus 4449
apparent 3886
apparently 1002
appeal 1729
appealed 3887
appealing 3840
appeals 4677
appearance 1500
appearances 5325
appeared 692
appearing 6287
appears 1003
applause 3746
apple 1956
apples 366
application 5376
applications 6728
applied 452
applies 6372
apply 5046
appointed 1155
appointment 4720
appreciated 2238
appreciation 4132
approach 318
approached 3607
approaches 4868
approaching 2320
appropriations 4418
approval 180
approve 1326
approved 5809
approximately 1021
apr 6456
april 865
aps 6836
apt 5935
arab 6008
arabia 5228
arabic 5074
arabs 6595
arafat 6653
architect 5351
archives 4666
archpundit 3495
arctic 3204
area 3672
areas 5047
arena 3841
arent 3205
arg 2050
argue 5140
argued 4984
argues 2390
arguing 4906
argument 2120
arguments 3177
ari 3135
aristide 6741
arizona 2573
arkansas 1801
arlen 6020
arlington 6212
arm 3334
armed 3468
armitage 5951
armor 6086
armored 6087
arms 4563
armstrong 4590
army 3446
armys 6009
arnold 3663
arrest 6112
arrested 2944
