Topic 1
	november	0.0661422
	voting	0.0179874
	vote	0.014399
	governor	0.0141775
	house	0.0140889
	republicans	0.0140003
	polls	0.013513
	electoral	0.0133358
	poll	0.0131143
	senate	0.01307
	kerry	0.0128928
	account	0.0128485
	bush	0.0124498
	election	0.0120954
	voter	0.0104563
	general	0.00917153
	sunzoo	0.00872852
	experience	0.00793111
	challenge	0.00753241
	needed	0.0074881
Topic 2
	campaign	0.0515203
	party	0.0360893
	money	0.0291423
	democratic	0.0284046
	million	0.0246544
	candidates	0.0187526
	ads	0.017523
	democrats	0.0134654
	political	0.0125433
	campaigns	0.0122359
	national	0.0117441
	raised	0.0103301
	dnc	0.0101456
	election	0.00989973
	raise	0.00731766
	groups	0.00725618
	time	0.00688731
	fundraising	0.00676435
	effort	0.00670288
	spend	0.00627253
Topic 3
	kerry	0.0821251
	poll	0.070782
	percent	0.0533138
	bush	0.039929
	polls	0.0353918
	voters	0.0323292
	results	0.024616
	polling	0.0210429
	numbers	0.0193415
	lead	0.0184908
	race	0.0143506
	general	0.0124222
	latest	0.0121387
	undecided	0.0102671
	zogby	0.00947306
	vote	0.00816861
	trend	0.00799847
	lines	0.00799847
	leads	0.00720446
	survey	0.00714774
Topic 4
	news	0.0478555
	media	0.0336479
	debate	0.0315401
	press	0.0223286
	oct	0.0123364
	questions	0.0113996
	fox	0.0109312
	washington	0.00999446
	schaller	0.00976026
	coverage	0.00913575
	local	0.00866737
	clear	0.00851124
	papers	0.00835511
	monday	0.00835511
	tom	0.00780866
	times	0.00741834
	general	0.00734028
	note	0.00710609
	talking	0.00702802
	watch	0.0068719
Topic 5
	years	0.0166636
	jobs	0.0165831
	job	0.0158587
	economy	0.0155368
	year	0.0152953
	number	0.0146514
	month	0.0126392
	percent	0.0116733
	past	0.0105464
	lost	0.00982204
	economic	0.00958057
	growth	0.00950008
	current	0.00893665
	total	0.0086147
	numbers	0.00789029
	report	0.0078098
	reagan	0.00764882
	news	0.00756833
	rate	0.00756833
	hard	0.00756833
Topic 6
	kerry	0.0788261
	john	0.0559997
	campaign	0.0360801
	kerrys	0.025992
	general	0.0256501
	sen	0.0146216
	clinton	0.0134247
	sunday	0.0121423
	president	0.0112874
	presidential	0.010347
	sun	0.010176
	running	0.00932111
	cnn	0.00889365
	senator	0.00863717
	mccain	0.0082952
	times	0.00812422
	shows	0.00752578
	aug	0.00718381
	choice	0.00701282
	boat	0.00692733
Topic 7
	people	0.0163134
	american	0.0147371
	america	0.0121328
	women	0.0115845
	americans	0.0111733
	years	0.010625
	white	0.0102823
	issue	0.0102138
	time	0.0101452
	important	0.00993962
	family	0.00959694
	man	0.00898012
	country	0.00884305
	men	0.00843184
	life	0.00836331
	rights	0.00802063
	long	0.0071982
	stand	0.00706113
	nation	0.00706113
	children	0.00678699
Topic 8
	war	0.0469426
	iraq	0.0455684
	united	0.0235085
	states	0.017216
	weapons	0.0128041
	attack	0.0123701
	terrorism	0.0112852
	saddam	0.0109959
	terrorists	0.0107789
	terror	0.00998329
	threat	0.00998329
	nations	0.00962165
	administration	0.00933234
	defense	0.0086814
	security	0.00831976
	bin	0.00781347
	terrorist	0.00766881
	allies	0.00766881
	mass	0.00723485
	international	0.00694554
Topic 9
	race	0.0363093
	elections	0.0290801
	senate	0.0275156
	house	0.027084
	district	0.0214193
	seat	0.0177508
	candidate	0.0155389
	races	0.0133809
	republican	0.0131651
	state	0.0130033
	gop	0.011169
	south	0.00847157
	democrats	0.00814787
	knowles	0.00782418
	running	0.00771628
	seats	0.00755443
	herseth	0.00750049
	win	0.00723074
	democrat	0.00717679
	democratic	0.00717679
Topic 10
	november	0.0670105
	poll	0.0163297
	house	0.0149246
	republicans	0.0139556
	senate	0.0136164
	electoral	0.0133741
	polls	0.0132288
	governor	0.0129381
	account	0.0127443
	ground	0.0120659
	trouble	0.011969
	turnout	0.0109031
	contact	0.0101763
	parecommend	0.0098856
	duderino	0.00974025
	vote	0.00906192
	exit	0.00852895
	primary	0.00838359
	races	0.00751146
	updated	0.00741455
Topic 11
	dean	0.0874266
	edwards	0.0551808
	primary	0.0492258
	clark	0.0402299
	democratic	0.0364922
	kerry	0.0325644
	gephardt	0.0273062
	iowa	0.0272429
	lieberman	0.024012
	jan	0.0160297
	candidates	0.0124187
	deans	0.0122286
	kucinich	0.0107716
	sharpton	0.00956788
	candidate	0.00944118
	hampshire	0.00849091
	caucus	0.0079841
	feb	0.00754064
	endorsement	0.00722388
	dec	0.00703383
Topic 12
	iraq	0.0528223
	war	0.0489608
	military	0.0256536
	troops	0.0215163
	soldiers	0.0184133
	forces	0.0152413
	killed	0.0148965
	iraqi	0.0120693
	baghdad	0.00979375
	army	0.00917315
	general	0.00896628
	attacks	0.00855254
	fallujah	0.00827672
	city	0.00813881
	dead	0.00758716
	police	0.00758716
	pentagon	0.00662178
	combat	0.00655282
	apr	0.00641491
	fighting	0.00565639
Topic 13
	meteor	0.0309757
	blades	0.029991
	delay	0.0255151
	house	0.0217553
	committee	0.0191593
	members	0.0146835
	time	0.0122665
	found	0.0111028
	group	0.0104761
	texas	0.0104761
	ethics	0.00904386
	including	0.00841724
	friday	0.00796965
	science	0.00788014
	university	0.00788014
	matter	0.00698496
	majority	0.00698496
	action	0.00671641
	oct	0.00653737
	deal	0.00600027
Topic 14
	people	0.0268448
	time	0.0247855
	night	0.0127133
	win	0.0112221
	start	0.0105119
	wont	0.00987282
	youre	0.00958877
	weve	0.00958877
	message	0.00873661
	place	0.0086656
