Topic 1
	americans	0.0294239
	issues	0.0282804
	care	0.0262012
	health	0.0262012
	policy	0.0256814
	issue	0.0228744
	people	0.0189239
	america	0.0144536
	public	0.0139338
	plan	0.0116466
	provide	0.0114387
	foreign	0.0112308
	family	0.0105031
	values	0.0105031
	children	0.0103991
	families	0.0100872
	class	0.00956741
	problems	0.00935949
	americas	0.00915157
	policies	0.00852781
Topic 2
	november	0.103067
	electoral	0.0208985
	account	0.0202454
	governor	0.0178253
	senate	0.0171723
	contact	0.0141376
	trouble	0.011679
	house	0.0115638
	republicans	0.0112181
	profile	0.0108339
	races	0.0106803
	scoop	0.0106419
	needed	0.010565
	parecommend	0.010565
	duderino	0.010565
	challengers	0.0104114
	split	0.0102961
	blast	0.0102577
	dryfly	0.0102193
	qaqaa	0.0102193
Topic 3
	theyre	0.0354249
	isnt	0.0251305
	lot	0.0234701
	time	0.0210349
	rove	0.0201493
	thought	0.0193745
	bad	0.0187103
	guy	0.0162751
	remember	0.0136184
	call	0.0128436
	find	0.0126222
	simply	0.0117367
	problem	0.0117367
	strategy	0.0115153
	attention	0.0110725
	place	0.0109618
	long	0.0108511
	talking	0.0108511
	line	0.0100763
	sort	0.00996557
Topic 4
	election	0.0434662
	voting	0.0296534
	general	0.0292961
	poll	0.0283435
	important	0.0225088
	north	0.0219134
	nov	0.021318
	republicans	0.0207227
	media	0.0188175
	city	0.0186984
	heart	0.0173885
	view	0.016555
	november	0.0161978
	polls	0.0159596
	bush	0.0156024
	carolina	0.0154833
	democratic	0.0152452
	planned	0.0147689
	dem	0.0147689
	victory	0.0142926
Topic 5
	dean	0.132082
	edwards	0.0679519
	primary	0.0625894
	clark	0.0602387
	kerry	0.0409189
	democratic	0.039009
	gephardt	0.038862
	lieberman	0.0337199
	iowa	0.0322507
	deans	0.0193219
	jan	0.0159428
	kucinich	0.0156489
	sharpton	0.0144001
	candidates	0.0133717
	results	0.0121229
	feb	0.0108006
	numbers	0.0101395
	howard	0.00962528
	braun	0.00925799
	dec	0.00925799
Topic 6
	administration	0.0721397
	bush	0.0325545
	intelligence	0.0317429
	commission	0.023357
	officials	0.0177664
	attacks	0.0163236
	cia	0.0163236
	report	0.0150612
	terrorism	0.0143399
	terrorist	0.0140693
	security	0.0131676
	national	0.0128971
	information	0.0122659
	administrations	0.0109133
	white	0.0108232
	rice	0.0106428
	clarke	0.00965094
	richard	0.00938043
	documents	0.00929026
	sept	0.00901974
Topic 7
	illinois	0.0205939
	obama	0.0178115
	book	0.0176724
	monday	0.013777
	ryan	0.0132205
	video	0.012664
	saudi	0.012664
	keyes	0.0122467
	ive	0.0116902
	aug	0.0112728
	details	0.0105772
	rumors	0.0104381
	room	0.00960336
	wanted	0.00960336
	pretty	0.00946424
	deal	0.00946424
	wrote	0.00946424
	knew	0.00932512
	leaders	0.00890776
	heard	0.00862952
Topic 8
	carson	0.0335533
	oklahoma	0.0294913
	state	0.0258807
	coburn	0.023624
	time	0.0215178
	area	0.0182081
	sep	0.0177567
	check	0.0165532
	ill	0.0150487
	brad	0.013093
	late	0.0129425
	tom	0.0112876
	hold	0.0105354
	race	0.0102345
	lots	0.0102345
	oct	0.0102345
	latest	0.00993365
	cycle	0.00993365
	ive	0.0097832
	people	0.00933187
Topic 9
	issue	0.0338182
	marriage	0.0255149
	gay	0.0238302
	amendment	0.0205811
	support	0.0199794
	rights	0.0157676
	bill	0.0144439
	state	0.0139626
	civil	0.0127592
	vote	0.0127592
	abortion	0.0123982
	hate	0.0121575
	ban	0.0119168
	majority	0.0116762
	political	0.0101118
