Topic 1
	americans	0.028953
	issues	0.0286472
	care	0.025691
	health	0.0254872
	issue	0.0244678
	policy	0.02406
	people	0.0238562
	america	0.0183516
	public	0.0157012
	important	0.0127451
	foreign	0.0119296
	families	0.0113179
	family	0.0105024
	policies	0.0102986
	values	0.0101966
	provide	0.0100947
	view	0.00978888
	high	0.00968695
	isnt	0.0092792
	children	0.00917726
Topic 2
	november	0.104591
	electoral	0.0213453
	account	0.0206093
	governor	0.0194859
	senate	0.0187886
	contact	0.0148375
	trouble	0.0117385
	create	0.0110025
	profile	0.010925
	needed	0.0108088
	dkosopedia	0.0108088
	parecommend	0.0106538
	duderino	0.0106538
	menu	0.0106151
	recommended	0.0105764
	races	0.0104989
	steal	0.0104989
	qaqaa	0.0103827
	kossacks	0.0103827
	homepage	0.0103827
Topic 3
	theyre	0.0354678
	time	0.0246696
	thought	0.0232933
	talking	0.0215995
	isnt	0.0210702
	bad	0.0201174
	lot	0.0199057
	find	0.0173649
	rove	0.0158828
	attention	0.01493
	reason	0.0140831
	simply	0.0138714
	remember	0.0137655
	guy	0.013342
	problem	0.0117541
	sort	0.010272
	call	0.00995437
	moment	0.00921331
	entire	0.00910745
	sense	0.00900158
Topic 4
	election	0.0445335
	voting	0.0337019
	poll	0.0293692
	republicans	0.0281657
	general	0.0276843
	nov	0.0249162
	bush	0.023472
	city	0.0233517
	house	0.0209446
	north	0.0199818
	important	0.0187783
	planned	0.0182969
	dem	0.0168527
	democratic	0.0163713
	view	0.0160102
	voters	0.0157695
	media	0.0155288
	heart	0.0155288
	carolina	0.0155288
	polls	0.0150474
Topic 5
	dean	0.134912
	edwards	0.071849
	primary	0.0633655
	clark	0.0615637
	democratic	0.0456478
	kerry	0.0415187
	gephardt	0.039792
	lieberman	0.0344616
	iowa	0.0321343
	deans	0.0195968
	kucinich	0.0160682
	jan	0.0154676
	candidates	0.0150172
	sharpton	0.0146418
	results	0.0112634
	feb	0.0105878
	hampshire	0.00961178
	braun	0.00953671
	dec	0.00833551
	candidate	0.00803521
Topic 6
	administration	0.065036
	intelligence	0.0274964
	bush	0.0251171
	commission	0.0238834
	security	0.0213279
	officials	0.0187724
	report	0.0178912
	cia	0.0157763
	terrorism	0.0152475
	attacks	0.0143663
	national	0.0130445
	information	0.0126039
	white	0.0106652
	rice	0.0101365
	terrorist	0.0100484
	administrations	0.0100484
	clarke	0.00943153
	powell	0.00899092
	richard	0.00881468
	testimony	0.00872656
Topic 7
	illinois	0.0182472
	yesterday	0.016085
	aug	0.0137877
	ryan	0.0127066
	obama	0.0127066
	book	0.0127066
	saudi	0.0121661
	video	0.0121661
	apparently	0.0113553
	keyes	0.011085
	details	0.0106796
	guy	0.00973364
	knew	0.00973364
	put	0.00959851
	monday	0.0091931
	wouldnt	0.0091931
	rumors	0.0091931
	leaders	0.00905797
	jun	0.00865256
	room	0.00865256
Topic 8
	carson	0.0331297
	oklahoma	0.029119
	coburn	0.0233258
	state	0.0196121
	area	0.01575
	time	0.0154529
	oct	0.014116
	free	0.0139675
	brad	0.0133733
	long	0.0120364
	ill	0.0115908
	lots	0.0112937
	sep	0.0112937
	elections	0.0109966
	tom	0.0106995
	senate	0.0104024
	ass	0.0102539
	numbers	0.00965968
	latest	0.00965968
	plenty	0.00936259
Topic 9
	issue	0.0288462
	marriage	0.025682
	support	0.0251952
	gay	0.0243433
	amendment	0.020814
	vote	0.0178933
	rights	0.0159461
	state	0.0142423
	bill	0.0127819
	public	0.0126602
	abortion	0.0125385
	ban	0.0120517
	hate	0.0110781
	decision	0.00998284
	law	0.00973944
	civil	0.00937434
	political	0.00913094
	favor	0.00900924
	opposition	0.00840075
	fight	0.00840075
Topic 10
	party	0.114506
	democratic	0.0847289
	national	0.0290305
	democrats	0.0290305
	dnc	0.0233536
	organization	0.0124281
	candidates	0.0122139
	nominee	0.0119997
	political	0.0117854
	organizations	0.0114641
	establishment	0.0107143
	partys	0.0107143
